14	206	116	66	147	169	123	150	190	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	111	129	177	97	54	117	215	221	32	152	257	90	223	195	189	96	95	149	134	249	25	44	92	46	207	237	187	190	0	0	0	0	0	0	0	0	0
19	111	129	177	97	54	117	215	221	32	152	257	90	223	195	189	96	95	149	134	249	25	44	92	46	207	237	187	190	88	232	139	41	69	242	31	17	63
29	63	17	31	242	69	41	139	232	88	190	187	237	207	46	92	44	25	249	173	95	96	189	195	223	90	152	32	221	215	54	97	177	129	0	0	0	0
33	96	95	149	134	249	25	37	92	46	207	237	187	190	150	123	169	147	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	96	95	149	134	249	25	37	92	46	207	237	187	190	150	123	169	147	66	116	202	124	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	121	174	128	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	155	214	220	161	208	71	253	1	199	91	188	254	119	8	10	87	9	86	157	231	109	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	216	62	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	221	32	152	257	90	223	195	189	96	33	249	173	180	248	167	255	60	194	226	186	89	40	72	103	13	21	122	250	176	217	192	210	233	0	0	0	0
45	82	38	59	83	153	178	112	141	171	89	158	85	134	249	25	151	163	100	20	168	146	74	70	132	55	137	113	0	0	0	0	0	0	0	0	0	0
50	77	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	144	109	231	157	86	9	87	10	8	119	254	188	91	199	253	71	208	98	220	214	155	33	96	95	149	134	79	3	77	50	84	0	0	0	0	0	0
67	227	64	20	168	115	127	88	120	145	200	46	92	37	25	33	172	43	140	50	18	170	13	21	122	250	176	217	192	210	233	0	0	0	0	0	0	0
67	227	64	125	165	61	240	24	220	214	155	249	173	43	179	212	197	80	239	35	224	142	234	2	38	82	213	244	0	0	0	0	0	0	0	0	0	0
94	108	56	6	4	101	13	170	175	251	77	3	236	249	173	95	96	34	121	174	128	191	61	27	183	125	53	0	0	0	0	0	0	0	0	0	0	0
102	188	162	93	26	209	154	204	220	214	155	33	96	95	149	134	79	235	42	126	36	200	145	120	88	114	243	0	0	0	0	0	0	0	0	0	0	0
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	182	118	247	181	25	249	173	95	96	11	252	203	81	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	79	235	42	126	36	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	86	157	231	52	10	8	119	254	188	91	199	253	71	208	98	220	214	155	33	96	95	149	134	79	3	77	50	84	89	171	141	112	28	135	16	12	0
138	117	215	130	110	51	257	90	223	195	189	96	33	249	173	180	248	167	255	60	194	226	186	89	40	72	103	13	21	122	250	176	217	192	210	233	0	0
145	256	15	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	202	124	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	53	125	183	27	61	191	128	174	121	34	96	95	149	134	79	3	77	251	175	170	13	101	4	6	56	108	0	0	0	0	0	0	0	0	0	0	0
160	53	128	174	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	57	99	193	196	104	205	74	146	168	20	100	163	151	25	249	173	180	248	167	255	60	131	211	23	198	107	73	184	105	75	0	0	0	0	0	0	0
164	57	99	193	196	104	205	78	136	146	168	20	100	163	151	25	249	173	180	248	167	255	60	131	211	23	198	107	73	184	105	75	0	0	0	0	0	0
213	82	2	234	142	224	35	239	80	197	212	179	85	134	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	192	217	176	250	122	21	13	103	40	89	186	226	194	60	255	167	248	43	85	134	249	33	189	195	223	90	51	230	110	130	215	0	0	0	0	0	0
213	192	217	176	250	122	21	13	170	18	50	140	43	22	96	33	25	37	92	46	200	145	120	88	127	115	168	53	241	0	0	0	0	0	0	0	0	0
214	155	33	96	95	149	134	79	235	42	126	36	200	145	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	159	75	105	184	73	107	198	23	211	131	60	255	167	248	43	85	134	249	25	151	163	100	20	168	146	136	78	74	205	104	196	193	99	57	0	0	0
219	245	15	256	145	200	36	126	42	235	236	249	173	95	96	33	155	214	220	204	154	209	26	93	162	188	0	0	0	0	0	0	0	0	0	0	0	0
222	97	54	138	215	221	32	152	257	90	223	195	189	96	95	149	134	249	25	44	92	46	207	237	187	190	88	232	139	41	69	242	31	17	63	0	0	0
228	127	88	120	145	200	36	126	42	235	236	249	173	95	96	33	155	214	220	204	154	209	26	93	162	188	0	0	0	0	0	0	0	0	0	0	0	0
229	5	81	203	252	48	96	95	149	134	249	25	181	247	118	182	133	68	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	173	95	96	189	195	223	90	152	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	63	17	31	242	69	41	139	232	88	190	187	237	207	46	92	37	25	33	172	43	179	158	89	171	141	112	178	153	83	59	0	0	0	0	0	0	0
45	82	38	59	83	153	178	112	141	171	89	158	85	134	249	25	37	92	46	207	237	187	190	88	232	139	41	69	242	31	17	63	0	0	0	0	0	0
164	57	99	193	196	104	205	74	146	168	20	100	163	151	25	33	172	43	179	158	89	40	72	103	13	21	122	250	176	217	192	210	233	0	0	0	0	0
213	192	217	176	250	122	21	13	103	40	89	186	226	194	60	255	167	248	43	22	96	33	25	151	163	100	20	168	146	74	205	104	196	193	99	57	0	0
67	227	64	20	100	163	151	25	33	172	43	140	50	18	170	175	251	77	3	246	49	58	182	133	68	106	0	0	0	0	0	0	0	0	0	0	0	0
201	106	68	133	182	58	49	246	3	77	251	175	170	18	50	140	43	22	96	33	155	214	220	24	240	191	61	165	125	64	227	166	0	0	0	0	0	0
65	144	109	231	157	86	9	87	10	8	119	254	188	162	93	26	209	154	204	220	214	155	33	25	181	247	118	182	133	47	238	225	0	0	0	0	0	0
143	225	238	47	133	182	118	247	181	25	33	155	214	220	204	154	209	154	209	26	93	162	188	254	119	8	10	87	9	86	157	231	109	0	0	0	0	0
102	188	91	199	253	71	208	98	220	214	155	33	172	43	179	212	197	80	239	35	224	142	234	2	38	82	213	244	0	0	0	0	0	0	0	0	0	0
94	244	213	82	2	234	142	224	35	239	80	197	212	179	85	134	249	33	155	214	220	161	208	71	253	1	199	91	188	0	0	0	0	0	0	0	0	0
222	97	54	138	117	215	221	32	152	257	90	223	195	189	96	33	25	44	92	46	200	145	256	15	245	0	0	0	0	0	0	0	0	0	0	0	0	0
218	159	75	105	184	73	107	198	23	211	131	60	255	167	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	85	134	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	189	195	223	90	51	62	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	206	147	66	116	66	147	169	123	150	190	187	237	207	46	92	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	96	95	149	134	79	3	246	133	47	238	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	95	96	189	195	223	90	152	32	221	138	54	97	7	185	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	43	179	212	197	80	239	35	224	142	234	2	38	82	213	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	113	137	55	132	70	74	146	168	20	100	163	151	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	16	135	28	112	141	171	89	84	50	77	3	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	95	96	33	155	214	220	161	208	71	253	1	199	91	188	254	119	8	10	52	231	157	86	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	110	51	257	90	223	195	189	96	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	180	248	167	255	60	131	211	23	198	107	73	184	105	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
